582211206824329241;[0, 0, 420];2020-03-29/19:11:44;2020-03-29/19:11:47;2020-03-29/19:12:00;2020-03-29/19:13:14;2020-03-29/19:11:53;|;|;0;[0, 0, 0]
311550993777295360;[0, 0, 0];|;|;|;|;|;|;|;0;[0, 0, 0]
690736344107974708;[0, 0, 0];|;|;|;|;|;|;|;0;[0, 0, 0]
374943746376335362;[0, 0, 0];|;|;|;|;|;|;|;0;[0, 0, 0]
680939376242327597;[0, 0, 0];|;|;|;|;|;|;|;0;[0, 0, 0]
611222259142492175;[0, 0, 0];|;|;|;|;|;|;|;0;[0, 0, 0]
523683009153466396;[0, 0, 0];|;|;|;|;|;|;|;0;[0, 0, 0]
683420909184483340;[0, 0, 0];|;|;|;|;|;|;|;0;[0, 0, 0]
579769218984312832;[0, 0, 0];|;|;|;|;|;|;|;0;[0, 0, 0]
664115962064142367;[0, 0, 0];|;|;|;|;|;|;|;0;[0, 0, 0]
680211157327544335;[0, 0, 0];|;|;|;|;|;|;|;0;[0, 0, 0]
339254240012664832;[0, 0, 0];|;|;|;|;|;|;|;0;[0, 0, 0]
358599445333540864;[0, 0, 0];|;|;|;|;|;|;|;0;[0, 0, 0]
688688808685731861;[0, 0, 0];|;|;|;|;|;|;|;0;[0, 0, 0]
250080954759118858;[0, 0, 0];|;|;|;|;|;|;|;0;[0, 0, 0]
409875566800404480;[0, 0, 0];|;|;|;|;|;|;|;0;[0, 0, 0]
502578953647685671;[0, 0, 0];|;|;|;|;|;|;|;0;[0, 0, 0]
605109747494158336;[0, 0, 0];|;|;|;|;|;|;|;0;[0, 0, 0]
156075955427737600;[0, 0, 0];|;|;|;|;|;|;|;0;[0, 0, 0]
428289509138890772;[0, 0, 0];|;|;|;|;|;|;|;0;[0, 0, 0]
640114577878679574;[0, 0, 0];|;|;|;|;|;|;|;0;[0, 0, 0]
676137745198088195;[0, 0, 0];|;|;|;|;|;|;|;0;[0, 0, 0]
683158547864879203;[0, 0, 0];|;|;|;|;|;|;|;0;[0, 0, 0]
501394873086115840;[0, 0, 0];|;|;|;|;|;|;|;0;[0, 0, 0]
645380798240784424;[0, 0, 0];|;|;|;|;|;|;|;0;[0, 0, 0]
292953664492929025;[0, 0, 0];|;|;|;|;|;|;|;0;[0, 0, 0]
383718091101831172;[0, 0, 0];|;|;|;|;|;|;|;0;[0, 0, 0]
388371447812194304;[0, 0, 0];|;|;|;|;|;|;|;0;[0, 0, 0]
483766009468157958;[0, 0, 0];|;|;|;|;|;|;|;0;[0, 0, 0]
687171954863767596;[0, 0, 0];|;|;|;|;|;|;|;0;[0, 0, 0]
647230150181781504;[0, 0, 0];|;|;|;|;|;|;|;0;[0, 0, 0]
593536367615541272;[0, 0, 0];|;|;|;|;|;|;|;0;[0, 0, 0]
538041795246817310;[0, 0, 0];|;|;|;|;|;|;|;0;[0, 0, 0]
346353957029019648;[0, 0, 0];|;|;|;|;|;|;|;0;[0, 0, 0]
688399171157491885;[0, 0, 0];|;|;|;|;|;|;|;0;[0, 0, 0]
689697697434828817;[0, 0, 0];|;|;|;|;|;|;|;0;[0, 0, 0]
689919490384855174;[0, 0, 0];|;|;|;|;|;|;|;0;[0, 0, 0]
689974676818100245;[0, 0, 0];|;|;|;|;|;|;|;0;[0, 0, 0]
690259967378456592;[0, 0, 0];|;|;|;|;|;|;|;0;[0, 0, 0]
690261034724098096;[0, 0, 0];|;|;|;|;|;|;|;0;[0, 0, 0]
692228812523700244;[0, 0, 0];|;|;|;|;|;|;|;0;[0, 0, 0]
693680250659536907;[0, 0, 0];|;|;|;|;|;|;|;0;[0, 0, 0]
658742958916501506;[0, 0, 0];|;|;|;|;|;|;|;0;[0, 0, 0]
673393522111545374;[0, 0, 0];|;|;|;|;|;|;|;0;[0, 0, 0]
525874832274096142;[0, 0, 0];|;|;|;|;|;|;|;0;[0, 0, 0]
665661330216189953;[0, 0, 0];|;|;|;|;|;|;|;0;[0, 0, 0]
690803926076882956;[0, 0, 0];|;|;|;|;|;|;|;0;[0, 0, 0]
322808905489055765;[0, 0, 0];|;|;|;|;|;|;|;0;[0, 0, 0]
679125048233164831;[0, 0, 0];|;|;|;|;|;|;|;0;[0, 0, 0]
304255957658107904;[0, 0, 0];|;|;|;|;|;|;|;0;[0, 0, 0]
687479045675417620;[0, 0, 0];|;|;|;|;|;|;|;0;[0, 0, 0]
295674823693172737;[0, 0, 0];|;|;|;|;|;|;|;0;[0, 0, 0]
687788052470431863;[0, 0, 0];|;|;|;|;|;|;|;0;[0, 0, 0]
549331991137615911;[0, 0, 0];|;|;|;|;|;|;|;0;[0, 0, 0]
574002765634863135;[0, 0, 0];|;|;|;|;|;|;|;0;[0, 0, 0]
691741784329551913;[0, 0, 0];|;|;|;|;|;|;|;0;[0, 0, 0]
301131267641180160;[0, 0, 0];|;|;|;|;|;|;|;0;[0, 0, 0]
668870384132554772;[0, 0, 0];|;|;|;|;|;|;|;0;[0, 0, 0]
252128902418268161;[0, 0, 0];|;|;|;|;|;|;|;0;[0, 0, 0]
576878306939371523;[0, 0, 0];|;|;|;|;|;|;|;0;[0, 0, 0]
150145140806254592;[0, 0, 0];|;|;|;|;|;|;|;0;[0, 0, 0]
687068093465624641;[0, 0, 0];|;|;|;|;|;|;|;0;[0, 0, 0]
688064444810657876;[0, 0, 0];|;|;|;|;|;|;|;0;[0, 0, 0]
361140246345154560;[0, 0, 0];|;|;|;|;|;|;|;0;[0, 0, 0]
466711424736165888;[0, 0, 0];|;|;|;|;|;|;|;0;[0, 0, 0]
687416030875877390;[0, 0, 0];|;|;|;|;|;|;|;0;[0, 0, 0]
693146834759319632;[0, 0, 0];|;|;|;|;|;|;|;0;[0, 0, 0]
676103178323886085;[0, 0, 0];|;|;|;|;|;|;|;0;[0, 0, 0]
368189216644923403;[0, 0, 0];|;|;|;|;|;|;|;0;[0, 0, 0]
192958179129294848;[0, 0, 0];|;|;|;|;|;|;|;0;[0, 0, 0]
500001785944080394;[0, 0, 0];|;|;|;|;|;|;|;0;[0, 0, 0]
689902569866395738;[0, 0, 0];|;|;|;|;|;|;|;0;[0, 0, 0]
527903487212912650;[0, 0, 0];|;|;|;|;|;|;|;0;[0, 0, 0]
676738727552221185;[0, 0, 0];|;|;|;|;|;|;|;0;[0, 0, 0]
522500811733860372;[0, 0, 0];|;|;|;|;|;|;|;0;[0, 0, 0]
541710372999004170;[0, 0, 0];|;|;|;|;|;|;|;0;[0, 0, 0]
677801307272118273;[0, 0, 0];|;|;|;|;|;|;|;0;[0, 0, 0]
681281307581743166;[0, 0, 0];|;|;|;|;|;|;|;0;[0, 0, 0]
689172804851204100;[0, 0, 0];|;|;|;|;|;|;|;0;[0, 0, 0]
404813112244699137;[0, 0, 0];|;|;|;|;|;|;|;0;[0, 0, 0]
600484285836820502;[0, 0, 0];|;|;|;|;|;|;|;0;[0, 0, 0]
556325507386310666;[0, 0, 0];|;|;|;|;|;|;|;0;[0, 0, 0]
685303627853594642;[0, 0, 0];|;|;|;|;|;|;|;0;[0, 0, 0]
674176832823885825;[0, 0, 0];|;|;|;|;|;|;|;0;[0, 0, 0]
667032452442619914;[0, 0, 0];|;|;|;|;|;|;|;0;[0, 0, 0]
563620298696556546;[0, 0, 0];|;|;|;|;|;|;|;0;[0, 0, 0]
588106394755006465;[0, 0, 0];|;|;|;|;|;|;|;0;[0, 0, 0]
625441300459683878;[0, 0, 0];|;|;|;|;|;|;|;0;[0, 0, 0]
687353358503247899;[0, 0, 0];|;|;|;|;|;|;|;0;[0, 0, 0]
336540618971152384;[0, 0, 0];|;|;|;|;|;|;|;0;[0, 0, 0]
688584860587393123;[0, 0, 0];|;|;|;|;|;|;|;0;[0, 0, 0]
680429107233685519;[0, 0, 0];|;|;|;|;|;|;|;0;[0, 0, 0]
422577621688123395;[0, 0, 0];|;|;|;|;|;|;|;0;[0, 0, 0]
533133803909283861;[0, 0, 0];|;|;|;|;|;|;|;0;[0, 0, 0]
599415916647677963;[0, 0, 0];|;|;|;|;|;|;|;0;[0, 0, 0]
690243542395912238;[0, 0, 0];|;|;|;|;|;|;|;0;[0, 0, 0]
530025966936784926;[0, 0, 0];|;|;|;|;|;|;|;0;[0, 0, 0]
687843857513447719;[0, 0, 0];|;|;|;|;|;|;|;0;[0, 0, 0]
601837008993779732;[0, 0, 0];|;|;|;|;|;|;|;0;[0, 0, 0]
291392322795601920;[0, 0, 0];|;|;|;|;|;|;|;0;[0, 0, 0]
277236092439232513;[0, 0, 0];|;|;|;|;|;|;|;0;[0, 0, 0]
691337518217691248;[0, 0, 0];|;|;|;|;|;|;|;0;[0, 0, 0]
645788705583398923;[0, 0, 0];|;|;|;|;|;|;|;0;[0, 0, 0]
334786851460087808;[0, 0, 0];|;|;|;|;|;|;|;0;[0, 0, 0]
424515868341567489;[0, 0, 0];|;|;|;|;|;|;|;0;[0, 0, 0]
687502460843327507;[0, 0, 0];|;|;|;|;|;|;|;0;[0, 0, 0]
648243111247609889;[0, 0, 0];|;|;|;|;|;|;|;0;[0, 0, 0]
675699070114988054;[0, 0, 0];|;|;|;|;|;|;|;0;[0, 0, 0]
692453465414172702;[0, 0, 0];|;|;|;|;|;|;|;0;[0, 0, 0]
430242804195655680;[0, 0, 0];|;|;|;|;|;|;|;0;[0, 0, 0]
534905476442226689;[0, 0, 0];|;|;|;|;|;|;|;0;[0, 0, 0]
688436250620854370;[0, 0, 0];|;|;|;|;|;|;|;0;[0, 0, 0]
363549046096527364;[0, 0, 0];|;|;|;|;|;|;|;0;[0, 0, 0]
297864689352835074;[0, 0, 0];|;|;|;|;|;|;|;0;[0, 0, 0]
501196265955131398;[0, 0, 0];|;|;|;|;|;|;|;0;[0, 0, 0]
626216210823905290;[0, 0, 0];|;|;|;|;|;|;|;0;[0, 0, 0]
395407330977644544;[0, 0, 0];|;|;|;|;|;|;|;0;[0, 0, 0]
396342508357156866;[0, 0, 0];|;|;|;|;|;|;|;0;[0, 0, 0]
467898017358282794;[0, 0, 0];|;|;|;|;|;|;|;0;[0, 0, 0]
649799747288170497;[0, 0, 0];|;|;|;|;|;|;|;0;[0, 0, 0]
447210351797469194;[0, 0, 0];|;|;|;|;|;|;|;0;[0, 0, 0]
667794730331144192;[0, 0, 0];|;|;|;|;|;|;|;0;[0, 0, 0]
223947640713379840;[0, 0, 0];|;|;|;|;|;|;|;0;[0, 0, 0]
692908224051150941;[0, 0, 0];|;|;|;|;|;|;|;0;[0, 0, 0]
675691744578371604;[0, 0, 0];|;|;|;|;|;|;|;0;[0, 0, 0]
687048613217697893;[0, 0, 0];|;|;|;|;|;|;|;0;[0, 0, 0]
475667622898302996;[0, 0, 0];|;|;|;|;|;|;|;0;[0, 0, 0]
678350881774764060;[0, 0, 0];|;|;|;|;|;|;|;0;[0, 0, 0]
430195658738368514;[0, 0, 0];|;|;|;|;|;|;|;0;[0, 0, 0]
592845750795239454;[0, 0, 0];|;|;|;|;|;|;|;0;[0, 0, 0]
590160173281181701;[0, 0, 0];|;|;|;|;|;|;|;0;[0, 0, 0]
687068613835751501;[0, 0, 0];|;|;|;|;|;|;|;0;[0, 0, 0]
604472761988939786;[0, 0, 0];|;|;|;|;|;|;|;0;[0, 0, 0]
490230215554105376;[0, 0, 0];|;|;|;|;|;|;|;0;[0, 0, 0]
687837000019083264;[0, 0, 0];|;|;|;|;|;|;|;0;[0, 0, 0]
519643439131000852;[0, 0, 0];|;|;|;|;|;|;|;0;[0, 0, 0]
368930517237891074;[0, 0, 0];|;|;|;|;|;|;|;0;[0, 0, 0]
690633300590460970;[0, 0, 0];|;|;|;|;|;|;|;0;[0, 0, 0]
121783914925785090;[0, 0, 0];|;|;|;|;|;|;|;0;[0, 0, 0]
687767442797494371;[0, 0, 0];|;|;|;|;|;|;|;0;[0, 0, 0]
616679645487562874;[0, 0, 0];|;|;|;|;|;|;|;0;[0, 0, 0]
392513238459351041;[0, 0, 0];|;|;|;|;|;|;|;0;[0, 0, 0]
641678357045444619;[0, 0, 0];|;|;|;|;|;|;|;0;[0, 0, 0]
385903941004558346;[0, 0, 0];|;|;|;|;|;|;|;0;[0, 0, 0]
480966849450737685;[0, 0, 0];|;|;|;|;|;|;|;0;[0, 0, 0]
692224229889933362;[0, 0, 0];|;|;|;|;|;|;|;0;[0, 0, 0]
403355484037447702;[0, 0, 0];|;|;|;|;|;|;|;0;[0, 0, 0]
302050872383242240;[0, 0, 0];|;|;|;|;|;|;|;0;[0, 0, 0]
644663482649673728;[0, 0, 0];|;|;|;|;|;|;|;0;[0, 0, 0]
690203356622487565;[0, 0, 0];|;|;|;|;|;|;|;0;[0, 0, 0]
681164412912271416;[0, 0, 0];|;|;|;|;|;|;|;0;[0, 0, 0]
692222789763203072;[0, 0, 0];|;|;|;|;|;|;|;0;[0, 0, 0]
668923914633609256;[0, 0, 0];|;|;|;|;|;|;|;0;[0, 0, 0]
654387479549313044;[0, 0, 0];|;|;|;|;|;|;|;0;[0, 0, 0]
547905866255433758;[0, 0, 0];|;|;|;|;|;|;|;0;[0, 0, 0]
413728456942288896;[0, 0, 0];|;|;|;|;|;|;|;0;[0, 0, 0]
642642267475148829;[0, 0, 0];|;|;|;|;|;|;|;0;[0, 0, 0]
694052660914946058;[0, 0, 0];|;|;|;|;|;|;|;0;[0, 0, 0]
694053288823226399;[0, 0, 0];|;|;|;|;|;|;|;0;[0, 0, 0]
